date,sun_longitude,sun_distance,moon_longitude,moon_distance,mercury_longitude,mercury_distance,venus_longitude,venus_distance,mars_longitude,mars_distance,jupiter_longitude,jupiter_distance,saturn_longitude,saturn_distance,uranus_longitude,uranus_distance,neptune_longitude,neptune_distance,pluto_longitude,pluto_distance,sun_velocity,moon_velocity,mercury_velocity,venus_velocity,mars_velocity,jupiter_velocity,saturn_velocity,uranus_velocity,neptune_velocity,pluto_velocity
2025-12-16,263.369585567006,0.9842456016959302,215.7814334045932,0.002711232004896087,243.23580993231263,1.1782526762610894,257.7353320990896,1.7004501986079132,270.1737788996884,2.420530299982614,114.75395003779693,4.323213198526019,356.4023084708686,9.452506155938233,55.89078447188958,18.60225231923148,359.6323457422473,29.78159033956136,305.0730889587265,36.17904643557275,1.1061810465983513,11.3464864684656,1.3769737220476372,1.3555558068107985,0.826793207661126,-0.10894660933918487,0.02701457878737301,-0.03797241607637858,0.0024536325528288216,0.02790595593745593
2025-12-17,264.4768117083307,0.9841579221419935,227.67759598741742,0.002715759109618377,244.64330876125797,1.1957116211566479,259.09387446154625,1.7013507593703963,271.00156532938314,2.4200959194850133,114.64250929527539,4.3160095275817945,356.4309302886407,9.469090301911347,55.85326728478134,18.609824960635258,359.63533449643063,29.798888463287973,305.1012994060037,36.19023482620632,1.1072261413246451,11.896162582824218,1.4074988289453358,1.3585423624566602,0.8277864296947541,-0.11144074252153757,0.028621817772091163,-0.03751718710824292,0.0029887541833204523,0.028210447277217554
2025-12-18,265.5849330690874,0.9840740680363903,240.20239782464623,0.002714511507410889,246.07854822568996,1.2124542580889022,260.45518439463603,1.7022098730773076,271.8302757468193,2.4196358582834008,114.52864952694051,4.3090807023478375,356.4611529369397,9.48567626421798,55.81622282902367,18.617678141390332,359.63885874784563,29.81620908080351,305.1298073374462,36.201186884476265,1.1081213607567406,12.524801837228807,1.4352394644319872,1.3613099330897853,0.8287104174361843,-0.11385976833487632,0.03022264829900223,-0.03704445575766613,0.003524251415001345,0.02850793144250474
2025-12-19,266.6937968561681,0.9839939597166101,253.3119700692629,0.002708347424961198,247.5390996862036,1.2284883918013239,261.819034061111,1.7030275496515859,272.6598397178345,2.4191503335350135,114.41244903787538,4.302430374502488,356.4929693156874,9.502258883550969,55.77966839986531,18.625809142066014,359.6429186227695,29.83354658640431,305.15860558577606,36.21189932134106,1.1088637870806792,13.109572244616686,1.460551460513642,1.3638496664749482,0.8295639710151477,-0.11620048906513603,0.03181637874769194,-0.0365544291583646,0.004059874923882489,0.02879824832984923
2025-12-20,267.80324784555097,0.983917549745931,266.8248729992264,0.0026980571357652643,249.02284066774038,1.2438235926856933,263.1851874354994,1.7038038278796872,273.49018577451136,2.418639598229511,114.29398923976552,4.296062048271862,356.5263716195856,9.51883300124005,55.74362105084198,18.634215087436488,359.64751398974573,29.850895348114506,305.1876868296693,36.222368947792894,1.1094509893828786,13.512902929963474,1.4837409815367835,1.366153374388432,0.8303460566768877,-0.11845979810985341,0.03340230389818544,-0.03604734902332751,0.004595366976218429,0.029081243893244846
2025-12-21,268.9131289436463,0.9838448264660923,280.4556553124951,0.0026842585280416093,250.52791144750978,1.2584706751295014,264.5534010488725,1.704538778285335,274.3212416112613,2.418103945482363,114.17335453193495,4.289979067938704,356.56135132512503,9.53539346873117,55.70809755548664,18.642892947223928,359.65264445126735,29.86824971743206,305.21704360183713,36.232592684561126,1.109881098095343,13.630782313268696,1.5050707797693974,1.3682136133730864,0.8310558367499539,-0.1206347078305754,0.03497970553945606,-0.03552349535534205,0.00513046152161678,0.02935677216783006
2025-12-22,270.02328183522803,0.9837758174779733,293.8997381320879,0.0026673455494651004,252.0526773122411,1.2724412735163704,265.92342481779497,1.7052325059528257,275.15293431766617,2.417543712735759,114.0506321472318,4.284184605469272,356.59789918187516,9.551935158656196,55.67311436581933,18.651839538443507,359.6583093367224,29.885604040776204,305.24666830008084,36.242567572119015,1.1101528915817198,13.444082819592836,1.5247658647313074,1.370023768922465,0.8316927064048514,-0.12272238470315244,0.03654785675013272,-0.03498318966730807,0.005664885455075819,0.02962469824370828
2025-12-23,271.1335477127988,0.9837105925651002,306.9303654537155,0.0026474993698329796,253.59569587547577,1.285747498538511,267.2950029512402,1.705885152852643,275.98519064729817,2.4169592853386126,113.92591196031026,4.2786816489583765,356.6360052114149,9.568452977339147,55.638687569021165,18.66105152986378,359.66450769772007,29.90295267252287,305.2765532017565,36.252290780379134,1.1102658775707823,13.030627321627605,1.543018563234682,1.3715781334452117,0.8322563296320027,-0.12472018692153597,0.0381060295397333,-0.03442679679816507,0.006198360997643704,0.029884901675643505
2025-12-24,272.2437680724782,0.9836492657416522,319.4572404461349,0.002624764218709231,255.15568886350718,1.2984016592215355,268.66787492407116,1.7064968993944327,276.81793731708143,2.416351099134167,113.79928625992144,4.273472992509938,356.67565871619223,9.584941878385385,55.60483284399685,18.67052544882125,359.6712383066053,29.920289989298492,305.3066904816217,36.261759617502626,1.1102203596793743,12.52687499241938,1.5599929880314107,1.3728719728309784,0.832746669783262,-0.12662570038881427,0.03965350477733409,-0.033854725024312415,0.00673060888522059,0.030137279865186883
2025-12-25,273.35378556270985,0.9835919962891857,331.53096865883066,0.002599179921422666,256.73151782284884,1.3104160384840025,270.0417765066496,1.7070679651065859,277.6511013316901,2.415719641874561,113.67084948849241,4.268561227975376,356.7168482994138,9.601396877001282,55.57156541922772,18.68025769042952,359.6784996585965,29.937610405185954,305.3370722328194,36.27097153742141,1.1100174902316553,12.073728212695755,1.5758289593416634,1.373901582578469,0.8331640146086556,-0.12843677142903687,0.041189583221580506,-0.0332674247691358,0.007261351991189713,0.030381751197751328
2025-12-26,274.4634448833291,0.9835389887158222,343.3146113234261,0.002570952761764594,258.32216326045005,1.3218027120402018,271.4164408465294,1.707598608397014,278.4846103318633,2.41506545336924,113.5406979508993,4.263948738824853,356.7595618966231,9.617813064859892,55.53890003273089,18.69024452922798,359.6862899778217,29.95490838765705,305.367690490898,36.2799241458341,1.1096593206192438,11.783642664595448,1.5906454376012107,1.3746643398797573,0.8335090001731942,-0.1301515375931075,0.04271359720928558,-0.0326653864968236,0.007790319225193798,0.030618258078561666
2025-12-27,275.5725937471173,0.9834904914103514,355.0502250017109,0.0025406365838998813,259.9267067882912,1.3325734019385955,272.7915996060952,1.7080891251788761,279.31839297167147,2.414389124126919,113.40892949099495,4.259637696508482,356.80378682056994,9.634185625517844,55.50685089466681,18.70048213356522,359.69460722781275,29.972178474244938,305.3985372611986,36.28861520439832,1.1091488637882208,11.735613678284778,1.6045435278411446,1.3751587595658066,0.8337826398081916,-0.13176845990435027,0.04422492394684241,-0.03204913806408172,0.008317249991080189,0.030846770300627213
2025-12-28,276.68108392168114,0.9834467933201082,7.0335744881733815,0.0025092873936051045,261.54431589448336,1.3427393570289066,274.16698416272254,1.7085398457061831,280.15237933257174,2.413691291804312,113.27564313215453,4.255630060101642,356.849509823424,9.650509850361674,55.47543165388113,18.710966583412283,359.70344912781127,29.98941528996949,305.4296045503692,36.2970426324473,1.1084901745638263,-348.0166505135375,1.6176091061921625,1.3753845566273526,0.8339863609002691,-0.13328635884042228,0.045723002854060724,-0.03141924078568081,0.008841899998515146,0.031067289170607637
2025-12-29,277.7887723505733,0.9834082173339316,19.59335867010029,0.0024785476778749096,263.17423099244047,1.3523112533144621,275.54232686685606,1.7089511283383314,280.98650137467104,2.412972634100714,113.14093868151095,4.251927580791796,356.896717183508,9.666781154547122,55.44465537196889,18.721693892575725,359.71281317729665,30.006613565044493,305.46088440265976,36.305204504774885,1.1076884288921747,12.559784181926908,1.6299150979571095,1.3753427041335158,0.8341220420992954,-0.13470445064358216,0.047207360083973526,-0.0307762819122388,0.009364049485384385,0.0312798522905382
