planet,endpoint_type,to_nakshatra,to_pada,event_utc_dt,year
venus,nakshatra,Revati,4,2013-08-30T02:48:45+00:00,2013
venus,nakshatra,Ashwini,1,2013-12-21T05:54:22.500000+00:00,2013
venus,nakshatra,Revati,4,2014-04-11T19:35:37.500000+00:00,2014
venus,nakshatra,Ashwini,1,2014-08-02T23:48:45+00:00,2014
venus,nakshatra,Revati,4,2014-11-22T13:30:00+00:00,2014
venus,nakshatra,Ashwini,1,2015-03-15T16:01:52.500000+00:00,2015
venus,nakshatra,Revati,4,2015-07-05T04:52:30+00:00,2015
venus,nakshatra,Ashwini,1,2015-10-26T08:26:15+00:00,2015
venus,nakshatra,Revati,4,2016-02-14T22:35:37.500000+00:00,2016
venus,nakshatra,Ashwini,1,2016-06-07T02:31:52.500000+00:00,2016
venus,nakshatra,Revati,4,2016-09-26T15:16:52.500000+00:00,2016
venus,nakshatra,Ashwini,1,2017-01-17T17:43:07.500000+00:00,2017
venus,nakshatra,Revati,4,2017-05-09T07:07:30+00:00,2017
venus,nakshatra,Ashwini,1,2017-08-30T11:26:15+00:00,2017
venus,nakshatra,Revati,4,2017-12-20T01:35:37.500000+00:00,2017
venus,nakshatra,Ashwini,1,2018-04-12T04:35:37.500000+00:00,2018
venus,nakshatra,Revati,4,2018-08-01T16:41:15+00:00,2018
venus,nakshatra,Ashwini,1,2018-11-22T19:58:07.500000+00:00,2018
venus,nakshatra,Revati,4,2019-03-14T10:18:45+00:00,2019
venus,nakshatra,Ashwini,1,2019-07-05T14:31:52.500000+00:00,2019
venus,nakshatra,Revati,4,2019-10-25T03:45:00+00:00,2019
venus,nakshatra,Ashwini,1,2020-02-15T05:54:22.500000+00:00,2020
venus,nakshatra,Revati,4,2020-06-05T18:50:37.500000+00:00,2020
venus,nakshatra,Ashwini,1,2020-09-26T23:15:00+00:00,2020
venus,nakshatra,Revati,4,2021-01-16T13:24:22.500000+00:00,2021
venus,nakshatra,Ashwini,1,2021-05-09T16:58:07.500000+00:00,2021
venus,nakshatra,Revati,4,2021-08-29T05:03:45+00:00,2021
venus,nakshatra,Ashwini,1,2021-12-20T07:46:52.500000+00:00,2021
venus,nakshatra,Revati,4,2022-04-10T21:50:37.500000+00:00,2022
venus,nakshatra,Ashwini,1,2022-08-02T02:20:37.500000+00:00,2022
venus,nakshatra,Revati,4,2022-11-21T16:07:30+00:00,2022
venus,nakshatra,Ashwini,1,2023-03-14T18:28:07.500000+00:00,2023
venus,nakshatra,Revati,4,2023-07-04T06:39:22.500000+00:00,2023
venus,nakshatra,Ashwini,1,2023-10-25T10:30:00+00:00,2023
venus,nakshatra,Revati,4,2024-02-14T01:13:07.500000+00:00,2024
venus,nakshatra,Ashwini,1,2024-06-06T05:09:22.500000+00:00,2024
venus,nakshatra,Revati,4,2024-09-25T17:37:30+00:00,2024
venus,nakshatra,Ashwini,1,2025-01-16T19:46:52.500000+00:00,2025
venus,nakshatra,Revati,4,2025-05-08T09:05:37.500000+00:00,2025
venus,nakshatra,Ashwini,1,2025-08-29T14:03:45+00:00,2025
venus,nakshatra,Revati,4,2025-12-19T04:13:07.500000+00:00,2025
