planet,endpoint_type,to_sign,event_utc_dt,year
sun,rashi,Aries,1974-03-16T05:12:11.250000+00:00,1974
sun,rashi,Pisces,1974-09-16T11:58:35.625000+00:00,1974
sun,rashi,Aries,1975-03-14T19:34:13.125000+00:00,1975
sun,rashi,Pisces,1975-09-22T06:26:00.937500+00:00,1975
sun,rashi,Aries,1976-03-17T16:44:03.750000+00:00,1976
sun,rashi,Pisces,1976-09-16T05:08:40.312500+00:00,1976
sun,rashi,Aries,1977-03-13T02:59:17.812500+00:00,1977
sun,rashi,Pisces,1977-09-20T00:54:08.437500+00:00,1977
sun,rashi,Aries,1978-03-18T07:08:54.375000+00:00,1978
sun,rashi,Pisces,1978-09-17T05:48:45+00:00,1978
sun,rashi,Aries,1979-03-14T01:57:25.312500+00:00,1979
sun,rashi,Pisces,1979-09-13T08:14:17.812500+00:00,1979
sun,rashi,Aries,1980-03-12T11:00:56.250000+00:00,1980
sun,rashi,Pisces,1980-09-19T10:27:11.250000+00:00,1980
sun,rashi,Aries,1981-03-15T20:34:41.250000+00:00,1981
sun,rashi,Pisces,1981-09-14T09:23:54.375000+00:00,1981
sun,rashi,Aries,1982-03-13T04:03:59.062500+00:00,1982
sun,rashi,Pisces,1982-09-21T14:36:05.625000+00:00,1982
sun,rashi,Aries,1983-03-18T18:28:49.687500+00:00,1983
sun,rashi,Pisces,1983-09-16T17:49:27.187500+00:00,1983
sun,rashi,Aries,1984-03-12T18:53:26.250000+00:00,1984
sun,rashi,Pisces,1984-09-21T22:49:41.250000+00:00,1984
sun,rashi,Aries,1985-03-20T13:27:11.250000+00:00,1985
sun,rashi,Pisces,1985-09-18T00:33:02.812500+00:00,1985
sun,rashi,Aries,1986-03-14T23:12:53.437500+00:00,1986
sun,rashi,Pisces,1986-09-14T21:33:02.812500+00:00,1986
sun,rashi,Aries,1986-09-21T07:03:59.062500+00:00,1986
sun,rashi,Pisces,1986-09-24T19:58:07.500000+00:00,1986
sun,rashi,Aries,1987-03-09T12:50:37.500000+00:00,1987
sun,rashi,Pisces,1987-09-20T18:38:40.312500+00:00,1987
sun,rashi,Aries,1988-03-16T00:18:59.062500+00:00,1988
sun,rashi,Pisces,1988-09-12T16:11:43.125000+00:00,1988
sun,rashi,Aries,1989-03-08T13:29:17.812500+00:00,1989
sun,rashi,Pisces,1989-09-06T01:03:16.875000+00:00,1989
sun,rashi,Aries,1989-09-14T03:21:05.625000+00:00,1989
sun,rashi,Pisces,1989-09-20T00:02:06.562500+00:00,1989
sun,rashi,Aries,1990-03-20T00:00:00+00:00,1990
sun,rashi,Pisces,1990-09-15T21:46:24.375000+00:00,1990
sun,rashi,Aries,1991-03-13T10:44:03.750000+00:00,1991
sun,rashi,Pisces,1991-09-28T15:23:54.375000+00:00,1991
sun,rashi,Aries,1992-03-24T02:06:33.750000+00:00,1992
sun,rashi,Pisces,1992-09-20T22:08:54.375000+00:00,1992
sun,rashi,Aries,1993-03-17T05:10:04.687500+00:00,1993
sun,rashi,Pisces,1993-09-12T15:23:54.375000+00:00,1993
sun,rashi,Aries,1993-09-20T06:51:19.687500+00:00,1993
sun,rashi,Pisces,1993-10-01T19:25:04.687500+00:00,1993
sun,rashi,Aries,1994-03-07T19:41:57.187500+00:00,1994
sun,rashi,Pisces,1994-03-16T22:04:41.250000+00:00,1994
sun,rashi,Aries,1994-03-27T18:14:03.750000+00:00,1994
sun,rashi,Pisces,1994-09-22T23:07:58.125000+00:00,1994
sun,rashi,Aries,1995-02-24T20:47:20.625000+00:00,1995
sun,rashi,Pisces,1995-03-04T02:55:46.875000+00:00,1995
sun,rashi,Aries,1995-03-18T00:23:12.187500+00:00,1995
sun,rashi,Pisces,1995-08-21T21:47:48.750000+00:00,1995
sun,rashi,Aries,1995-08-27T00:50:37.500000+00:00,1995
sun,rashi,Pisces,1995-09-11T12:51:19.687500+00:00,1995
sun,rashi,Aries,1996-03-07T13:51:47.812500+00:00,1996
sun,rashi,Pisces,1996-09-01T14:20:37.500000+00:00,1996
sun,rashi,Aries,1996-09-15T20:00:14.062500+00:00,1996
sun,rashi,Pisces,1996-09-24T01:31:24.375000+00:00,1996
sun,rashi,Aries,1997-02-26T08:57:53.437500+00:00,1997
sun,rashi,Pisces,1997-03-10T11:42:25.312500+00:00,1997
sun,rashi,Aries,1997-03-20T14:27:39.375000+00:00,1997
sun,rashi,Pisces,1997-08-24T00:09:08.437500+00:00,1997
sun,rashi,Aries,1997-08-31T08:52:15.937500+00:00,1997
sun,rashi,Pisces,1997-09-15T23:55:46.875000+00:00,1997
sun,rashi,Aries,1998-03-14T06:17:34.687500+00:00,1998
sun,rashi,Pisces,1998-03-25T22:53:54.375000+00:00,1998
sun,rashi,Aries,1998-04-07T05:19:55.312500+00:00,1998
sun,rashi,Pisces,1998-04-26T16:30:00+00:00,1998
sun,rashi,Aries,1998-04-30T05:48:45+00:00,1998
sun,rashi,Pisces,1998-09-08T08:45:56.250000+00:00,1998
sun,rashi,Aries,1998-09-16T14:38:12.187500+00:00,1998
sun,rashi,Pisces,1998-10-03T06:42:53.437500+00:00,1998
sun,rashi,Aries,1998-10-16T18:33:45+00:00,1998
sun,rashi,Pisces,1998-10-28T06:42:53.437500+00:00,1998
sun,rashi,Aries,1998-11-15T13:56:00.937500+00:00,1998
sun,rashi,Pisces,1998-11-22T01:44:03.750000+00:00,1998
sun,rashi,Aries,1999-01-11T06:56:57.187500+00:00,1999
sun,rashi,Pisces,1999-01-13T15:11:57.187500+00:00,1999
sun,rashi,Aries,1999-02-05T17:15:42.187500+00:00,1999
sun,rashi,Pisces,1999-02-12T03:42:53.437500+00:00,1999
sun,rashi,Aries,1999-03-03T08:12:11.250000+00:00,1999
sun,rashi,Pisces,1999-03-13T12:04:13.125000+00:00,1999
sun,rashi,Aries,1999-03-28T19:30:42.187500+00:00,1999
sun,rashi,Pisces,1999-04-11T18:33:02.812500+00:00,1999
sun,rashi,Aries,1999-04-23T03:04:13.125000+00:00,1999
sun,rashi,Pisces,1999-05-10T20:31:10.312500+00:00,1999
sun,rashi,Aries,1999-05-18T13:54:36.562500+00:00,1999
sun,rashi,Pisces,1999-06-08T12:10:32.812500+00:00,1999
sun,rashi,Aries,1999-06-13T13:34:55.312500+00:00,1999
sun,rashi,Pisces,1999-08-01T18:18:16.875000+00:00,1999
sun,rashi,Aries,1999-08-07T18:26:43.125000+00:00,1999
sun,rashi,Pisces,1999-08-28T13:43:21.562500+00:00,1999
sun,rashi,Aries,1999-09-04T07:51:05.625000+00:00,1999
sun,rashi,Pisces,1999-09-25T07:59:31.875000+00:00,1999
sun,rashi,Aries,1999-09-30T22:27:53.437500+00:00,1999
sun,rashi,Pisces,1999-10-22T22:44:45.937500+00:00,1999
sun,rashi,Aries,1999-10-27T17:52:58.125000+00:00,1999
sun,rashi,Pisces,1999-11-18T14:10:46.875000+00:00,1999
sun,rashi,Aries,1999-11-24T12:33:45+00:00,1999
sun,rashi,Pisces,1999-12-14T16:50:23.437500+00:00,1999
sun,rashi,Aries,1999-12-22T21:39:22.500000+00:00,1999
sun,rashi,Pisces,2000-01-09T18:16:10.312500+00:00,2000
sun,rashi,Aries,2000-01-20T12:08:26.250000+00:00,2000
sun,rashi,Pisces,2000-02-04T20:13:35.625000+00:00,2000
sun,rashi,Aries,2000-02-18T03:54:50.625000+00:00,2000
sun,rashi,Pisces,2000-03-01T20:36:05.625000+00:00,2000
sun,rashi,Aries,2000-03-17T16:52:30+00:00,2000
sun,rashi,Pisces,2000-03-27T18:16:52.500000+00:00,2000
sun,rashi,Aries,2000-04-15T00:19:41.250000+00:00,2000
sun,rashi,Pisces,2000-04-22T16:25:46.875000+00:00,2000
sun,rashi,Aries,2000-05-12T21:59:45.937500+00:00,2000
sun,rashi,Pisces,2000-05-19T01:14:31.875000+00:00,2000
sun,rashi,Aries,2000-06-09T02:05:09.375000+00:00,2000
sun,rashi,Pisces,2000-06-15T10:29:17.812500+00:00,2000
sun,rashi,Aries,2000-07-05T16:03:16.875000+00:00,2000
sun,rashi,Pisces,2000-07-13T17:03:45+00:00,2000
sun,rashi,Aries,2000-07-31T23:38:12.187500+00:00,2000
sun,rashi,Pisces,2000-08-11T10:39:08.437500+00:00,2000
sun,rashi,Aries,2000-08-27T00:25:18.750000+00:00,2000
sun,rashi,Pisces,2000-09-09T10:37:44.062500+00:00,2000
sun,rashi,Aries,2000-09-21T15:53:26.250000+00:00,2000
sun,rashi,Pisces,2000-10-08T12:25:18.750000+00:00,2000
sun,rashi,Aries,2000-10-17T02:26:15+00:00,2000
sun,rashi,Pisces,2000-11-06T08:42:25.312500+00:00,2000
sun,rashi,Aries,2000-11-11T20:18:30.937500+00:00,2000
sun,rashi,Pisces,2000-12-04T09:39:22.500000+00:00,2000
sun,rashi,Aries,2000-12-08T14:15:42.187500+00:00,2000
sun,rashi,Pisces,2000-12-31T02:15:42.187500+00:00,2000
sun,rashi,Aries,2001-01-05T19:46:52.500000+00:00,2001
sun,rashi,Pisces,2001-01-26T00:56:15+00:00,2001
sun,rashi,Aries,2001-02-03T17:21:19.687500+00:00,2001
sun,rashi,Pisces,2001-02-20T14:03:45+00:00,2001
sun,rashi,Aries,2001-03-04T19:37:01.875000+00:00,2001
sun,rashi,Pisces,2001-03-17T15:03:30.937500+00:00,2001
sun,rashi,Aries,2001-04-03T20:50:51.562500+00:00,2001
sun,rashi,Pisces,2001-04-10T12:27:25.312500+00:00,2001
sun,rashi,Aries,2001-09-13T11:07:58.125000+00:00,2001
sun,rashi,Pisces,2001-09-24T12:02:06.562500+00:00,2001
sun,rashi,Aries,2001-10-07T00:23:12.187500+00:00,2001
sun,rashi,Pisces,2002-03-08T23:41:43.125000+00:00,2002
sun,rashi,Aries,2002-03-21T02:22:44.062500+00:00,2002
sun,rashi,Pisces,2002-04-01T04:58:49.687500+00:00,2002
sun,rashi,Aries,2002-09-03T18:34:27.187500+00:00,2002
sun,rashi,Pisces,2002-09-11T13:53:54.375000+00:00,2002
sun,rashi,Aries,2002-09-26T17:14:17.812500+00:00,2002
sun,rashi,Pisces,2002-10-15T00:06:19.687500+00:00,2002
sun,rashi,Aries,2002-10-18T04:30:42.187500+00:00,2002
sun,rashi,Pisces,2003-03-22T20:37:30+00:00,2003
sun,rashi,Aries,2003-09-17T13:06:05.625000+00:00,2003
sun,rashi,Pisces,2003-10-01T07:44:45.937500+00:00,2003
sun,rashi,Aries,2003-10-08T15:38:40.312500+00:00,2003
sun,rashi,Pisces,2004-03-12T07:52:30+00:00,2004
sun,rashi,Aries,2004-03-26T22:44:03.750000+00:00,2004
sun,rashi,Pisces,2004-04-02T05:26:15+00:00,2004
sun,rashi,Aries,2004-09-07T04:37:44.062500+00:00,2004
sun,rashi,Pisces,2004-09-17T03:55:32.812500+00:00,2004
sun,rashi,Aries,2004-09-27T18:06:19.687500+00:00,2004
sun,rashi,Pisces,2005-03-05T05:43:07.500000+00:00,2005
sun,rashi,Aries,2005-03-10T06:49:55.312500+00:00,2005
sun,rashi,Pisces,2005-03-24T21:27:25.312500+00:00,2005
sun,rashi,Aries,2005-09-19T15:06:19.687500+00:00,2005
sun,rashi,Pisces,2006-03-15T01:58:07.500000+00:00,2006
sun,rashi,Aries,2006-09-11T09:07:01.875000+00:00,2006
sun,rashi,Pisces,2006-09-25T01:32:06.562500+00:00,2006
sun,rashi,Aries,2006-09-29T14:13:35.625000+00:00,2006
sun,rashi,Pisces,2007-03-08T09:53:26.250000+00:00,2007
sun,rashi,Aries,2007-03-19T06:09:50.625000+00:00,2007
sun,rashi,Pisces,2007-03-26T07:51:05.625000+00:00,2007
sun,rashi,Aries,2007-09-22T02:48:45+00:00,2007
sun,rashi,Pisces,2008-03-17T09:11:15+00:00,2008
sun,rashi,Aries,2008-09-13T17:12:53.437500+00:00,2008
sun,rashi,Pisces,2009-03-09T11:34:41.250000+00:00,2009
sun,rashi,Aries,2009-09-07T19:39:08.437500+00:00,2009
sun,rashi,Pisces,2009-09-14T13:08:12.187500+00:00,2009
sun,rashi,Aries,2009-09-22T02:29:03.750000+00:00,2009
sun,rashi,Pisces,2010-03-19T05:11:29.062500+00:00,2010
sun,rashi,Aries,2010-09-15T13:27:11.250000+00:00,2010
sun,rashi,Pisces,2011-03-14T05:18:30.937500+00:00,2011
sun,rashi,Aries,2011-09-12T15:43:35.625000+00:00,2011
sun,rashi,Pisces,2012-03-21T19:47:34.687500+00:00,2012
sun,rashi,Aries,2012-09-20T02:31:10.312500+00:00,2012
sun,rashi,Pisces,2013-03-17T10:19:27.187500+00:00,2013
sun,rashi,Aries,2013-09-16T00:18:59.062500+00:00,2013
sun,rashi,Pisces,2014-03-11T00:16:52.500000+00:00,2014
sun,rashi,Aries,2014-09-22T07:15:14.062500+00:00,2014
sun,rashi,Pisces,2015-03-18T16:15:56.250000+00:00,2015
sun,rashi,Aries,2015-09-14T23:17:48.750000+00:00,2015
sun,rashi,Pisces,2016-03-11T01:25:04.687500+00:00,2016
sun,rashi,Aries,2016-09-11T01:23:40.312500+00:00,2016
sun,rashi,Pisces,2017-03-17T06:07:44.062500+00:00,2017
sun,rashi,Aries,2017-09-17T08:02:20.625000+00:00,2017
sun,rashi,Pisces,2018-03-14T19:46:10.312500+00:00,2018
sun,rashi,Aries,2018-09-14T06:19:41.250000+00:00,2018
sun,rashi,Pisces,2019-03-20T02:51:33.750000+00:00,2019
sun,rashi,Aries,2019-09-21T18:09:08.437500+00:00,2019
sun,rashi,Pisces,2020-03-17T03:06:19.687500+00:00,2020
sun,rashi,Aries,2020-09-16T04:31:24.375000+00:00,2020
sun,rashi,Pisces,2021-03-13T18:25:18.750000+00:00,2021
sun,rashi,Aries,2021-09-21T11:43:49.687500+00:00,2021
sun,rashi,Pisces,2022-03-17T14:07:15.937500+00:00,2022
sun,rashi,Aries,2022-09-16T01:32:06.562500+00:00,2022
sun,rashi,Pisces,2023-03-13T15:43:35.625000+00:00,2023
sun,rashi,Aries,2023-09-14T06:59:45.937500+00:00,2023
sun,rashi,Pisces,2024-03-17T05:31:52.500000+00:00,2024
sun,rashi,Aries,2024-09-17T18:41:29.062500+00:00,2024
sun,rashi,Pisces,2025-03-14T18:35:09.375000+00:00,2025
sun,rashi,Aries,2025-09-15T04:41:57.187500+00:00,2025
